event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date,matched_prediction_slug,prediction_c,prediction_model,interval_lower,interval_upper,interval_unit,fair_yes_probability,fair_no_probability,yes_buy_price,no_buy_price,yes_fee_per_share,no_fee_per_share,yes_net_edge,no_net_edge,strategy_version,model_sigma_c,visible_bucket_count,visible_bucket_rank,visible_top_bucket,visible_top_bucket_probability,is_visible_top_bucket,is_near_visible_top_bucket,decision_reason,risk_flags,paper_side,paper_price,paper_fair_probability,paper_net_edge,paper_decision_score,suggested_max_stake_usdc,market_has_ended,reason
439941,highest-temperature-in-paris-on-may-4-2026,Highest temperature in Paris on May 4?,144450.30181599993,2137159,0xfc7550640f7d1f090dc034c5e8ea09862d557946beb1a63a2991c633c70f8274,highest-temperature-in-paris-on-may-4-2026-22c,Will the highest temperature in Paris be 22°C on May 4?,22°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""115086983718470193807920657254259361970573399715783815450823765233232176545913"", ""13736333014730753383817095405052465953145669108918226773431703335208523588573""]",0.0005,0.9995,115086983718470193807920657254259361970573399715783815450823765233232176545913,13736333014730753383817095405052465953145669108918226773431703335208523588573,,0.001,0.001,8288.714687999998,4141.77883,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-paris-on-may-4-2026,16.72429632175591,sklearn_hist_gradient_boosting_bias_corrector,21.5,22.5,celsius,0.000668,0.999332,0.001,0.9995,5e-05,2.5e-05,-0.000382,-0.000193,betting_v2_conservative,1.5,5,5,18°C,0.184285,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439962,highest-temperature-in-madrid-on-may-4-2026,Highest temperature in Madrid on May 4?,119335.597259,2137389,0x58a6a4d910bf3dc6306081530df8dec86ec7ef6828955e8292a528e3aa12b76e,highest-temperature-in-madrid-on-may-4-2026-21c,Will the highest temperature in Madrid be 21°C on May 4?,21°C,"[""Yes"", ""No""]","[0.997, 0.003]","[""19043287030907955466675084502732985319916107931373698178240993331789871722134"", ""68621276863131367985143798636845841583645114144101760700189244420658037394402""]",0.997,0.003,19043287030907955466675084502732985319916107931373698178240993331789871722134,68621276863131367985143798636845841583645114144101760700189244420658037394402,0.995,0.999,0.004,12079.511337999984,2034.4754,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-madrid-on-may-4-2026,18.56469563604983,sklearn_hist_gradient_boosting_bias_corrector,20.5,21.5,celsius,0.073309,0.926691,0.999,0.005,5e-05,0.000249,-0.925741,0.921443,betting_v2_conservative,1.5,5,2,20°C,0.167976,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439962,highest-temperature-in-madrid-on-may-4-2026,Highest temperature in Madrid on May 4?,119335.597259,2137390,0x1a8d56f6dc26b93c4a54c16eda83e24e127fdcb8b401babcd3a4bd45cfc018f6,highest-temperature-in-madrid-on-may-4-2026-22c,Will the highest temperature in Madrid be 22°C on May 4?,22°C,"[""Yes"", ""No""]","[0.0025, 0.9975]","[""28458473629778266020890727704735657673110164990755574963643778403798596179876"", ""59136317792991497893672732136413991260798095649506268935507655376778862015999""]",0.0025,0.9975,28458473629778266020890727704735657673110164990755574963643778403798596179876,59136317792991497893672732136413991260798095649506268935507655376778862015999,0.001,0.004,0.003,15682.147639000008,1346.14633,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-madrid-on-may-4-2026,18.56469563604983,sklearn_hist_gradient_boosting_bias_corrector,21.5,22.5,celsius,0.02083,0.97917,0.004,0.999,0.000199,5e-05,0.016631,-0.01988,betting_v2_conservative,1.5,5,3,20°C,0.167976,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439962,highest-temperature-in-madrid-on-may-4-2026,Highest temperature in Madrid on May 4?,119335.597259,2137391,0xd6eed19961f8b492fbbb8a17dcc6ddba6da7e030b9ef91a88dc192288f4cca23,highest-temperature-in-madrid-on-may-4-2026-23c,Will the highest temperature in Madrid be 23°C on May 4?,23°C,"[""Yes"", ""No""]","[0.001, 0.999]","[""114632417492913038467636226833961460912290313759689611037959092524135716048431"", ""58231989277927259139148650956569720035354841603162261494323521702149609089745""]",0.001,0.999,114632417492913038467636226833961460912290313759689611037959092524135716048431,58231989277927259139148650956569720035354841603162261494323521702149609089745,,0.002,0.002,9761.150310000003,4203.87048,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-madrid-on-may-4-2026,18.56469563604983,sklearn_hist_gradient_boosting_bias_corrector,22.5,23.5,celsius,0.003851,0.996149,0.002,0.999,0.0001,5e-05,0.001751,-0.0029,betting_v2_conservative,1.5,5,4,20°C,0.167976,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439962,highest-temperature-in-madrid-on-may-4-2026,Highest temperature in Madrid on May 4?,119335.597259,2137393,0x5764658d8f6e6b90cd5584e2e6c130a71c03a4eaa67252b04c8a1b3d8ff65415,highest-temperature-in-madrid-on-may-4-2026-25corhigher,Will the highest temperature in Madrid be 25°C or higher on May 4?,25°C or higher,"[""Yes"", ""No""]","[0.001, 0.999]","[""89817188094207621270092221463351245133356878331395690893575535099434653712835"", ""69952685109090432171815438912698057953823000473551248115815162522947860057716""]",0.001,0.999,89817188094207621270092221463351245133356878331395690893575535099434653712835,69952685109090432171815438912698057953823000473551248115815162522947860057716,,0.002,0.002,5998.590234000002,6567.97259,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-madrid-on-may-4-2026,18.56469563604983,sklearn_hist_gradient_boosting_bias_corrector,24.5,,celsius,3.8e-05,0.999962,0.002,0.999,0.0001,5e-05,-0.002062,0.000912,betting_v2_conservative,1.5,5,5,20°C,0.167976,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439962,highest-temperature-in-madrid-on-may-4-2026,Highest temperature in Madrid on May 4?,119335.597259,2137388,0x70b5cb79a1516ec45850977722c2165ec7c98a2854d1693cdff78d0e569088f2,highest-temperature-in-madrid-on-may-4-2026-20c,Will the highest temperature in Madrid be 20°C on May 4?,20°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""91058608261840485663704123341685316043671859217493262085439631707931398579993"", ""49498023876877982198478688489151967110090121207032041165319930669538648499340""]",0.0005,0.9995,91058608261840485663704123341685316043671859217493262085439631707931398579993,49498023876877982198478688489151967110090121207032041165319930669538648499340,,0.001,0.001,40068.64525500001,41518.17576,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-madrid-on-may-4-2026,18.56469563604983,sklearn_hist_gradient_boosting_bias_corrector,19.5,20.5,celsius,0.167976,0.832024,0.001,0.9995,5e-05,2.5e-05,0.166926,-0.167501,betting_v2_conservative,1.5,5,1,20°C,0.167976,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439961,highest-temperature-in-milan-on-may-4-2026,Highest temperature in Milan on May 4?,127652.75638699999,2137378,0xa04466ff003a40933a53b797e1b02e30d894c54a36e2981c7a8bf54234d7c00f,highest-temperature-in-milan-on-may-4-2026-22c,Will the highest temperature in Milan be 22°C on May 4?,22°C,"[""Yes"", ""No""]","[0.997, 0.003]","[""4851330837589304202645052118087576752439660113661264517215574012715611163251"", ""104585727753047037448684951318062442275981788305901953694459099245151772840641""]",0.997,0.003,4851330837589304202645052118087576752439660113661264517215574012715611163251,104585727753047037448684951318062442275981788305901953694459099245151772840641,0.996,0.998,0.002,14070.617458,1317.49283,1,1,0,1,2026-05-04T12:00:00Z,,,,21.5,22.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439961,highest-temperature-in-milan-on-may-4-2026,Highest temperature in Milan on May 4?,127652.75638699999,2137379,0x31a76815805fa63ee4c636a9b43807e1d7b38f43cf1a1978f217e533d0db96f7,highest-temperature-in-milan-on-may-4-2026-23c,Will the highest temperature in Milan be 23°C on May 4?,23°C,"[""Yes"", ""No""]","[0.0025, 0.9975]","[""9435657899765568448362808127082232585507839360813278920035849921743135143514"", ""52904127284347713965062150536600170028951037323753022252611005142481262648931""]",0.0025,0.9975,9435657899765568448362808127082232585507839360813278920035849921743135143514,52904127284347713965062150536600170028951037323753022252611005142481262648931,0.001,0.004,0.003,12520.385330999996,1439.92952,1,1,0,1,2026-05-04T12:00:00Z,,,,22.5,23.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439961,highest-temperature-in-milan-on-may-4-2026,Highest temperature in Milan on May 4?,127652.75638699999,2137377,0xe793421201b8a9175aeab5f70cfef2ec0a512696c88b6a3121d9771871fdc61d,highest-temperature-in-milan-on-may-4-2026-21c,Will the highest temperature in Milan be 21°C on May 4?,21°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""12024563308920355339779455889393575247342413034670258294959620818245375873844"", ""73783577070362355333811077618548943547409626233920115785935543501646284140143""]",0.0005,0.9995,12024563308920355339779455889393575247342413034670258294959620818245375873844,73783577070362355333811077618548943547409626233920115785935543501646284140143,,0.001,0.001,54071.237150999994,51942.77948,1,1,0,1,2026-05-04T12:00:00Z,,,,20.5,21.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439961,highest-temperature-in-milan-on-may-4-2026,Highest temperature in Milan on May 4?,127652.75638699999,2137380,0x5e4cf942380410e670e68111ffc3d353cc6c7350291dea5676b77db5d7227b96,highest-temperature-in-milan-on-may-4-2026-24c,Will the highest temperature in Milan be 24°C on May 4?,24°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""66756376675576194130754297942567842613325338283365037510406384693163826644522"", ""8960039199893639341690637243961942256886858997298398064169270968914048192953""]",0.0005,0.9995,66756376675576194130754297942567842613325338283365037510406384693163826644522,8960039199893639341690637243961942256886858997298398064169270968914048192953,,0.001,0.001,5527.4976860000015,3567.48806,1,1,0,1,2026-05-04T12:00:00Z,,,,23.5,24.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439961,highest-temperature-in-milan-on-may-4-2026,Highest temperature in Milan on May 4?,127652.75638699999,2137381,0x0a2bfcf23d3eb37d29feaa1764fdc4bb000b8dda155591104353a8c46996b661,highest-temperature-in-milan-on-may-4-2026-25c,Will the highest temperature in Milan be 25°C on May 4?,25°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""58740716741840467860998008684315141094958275320222758294000169944360007357148"", ""33359562008514834683042158266867345181032775732842951692225411273409525202127""]",0.0005,0.9995,58740716741840467860998008684315141094958275320222758294000169944360007357148,33359562008514834683042158266867345181032775732842951692225411273409525202127,,0.001,0.001,2690.5205000000014,4095.36969,1,1,0,1,2026-05-04T12:00:00Z,,,,24.5,25.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439950,highest-temperature-in-miami-on-may-4-2026,Highest temperature in Miami on May 4?,113380.66213300003,2137255,0x34ae2d672b94184b1547cd06c4d990030dfaba9d9956b0ba853e7b0a40ba98b9,highest-temperature-in-miami-on-may-4-2026-82-83f,Will the highest temperature in Miami be between 82-83°F on May 4?,82-83°F,"[""Yes"", ""No""]","[0.585, 0.415]","[""6511842528544173997816405738959867172075376167367412035949028028774078221648"", ""83204912800016676827709031376068448881421300096327462053391381334410235422504""]",0.585,0.415,6511842528544173997816405738959867172075376167367412035949028028774078221648,83204912800016676827709031376068448881421300096327462053391381334410235422504,0.57,0.6,0.03,5347.818704999999,234.8823,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-miami-on-may-4-2026,27.101092169500824,sklearn_hist_gradient_boosting_bias_corrector,82.0,84.0,fahrenheit,0.209293,0.790707,0.6,0.43,0.012,0.012255,-0.402707,0.348452,betting_v2_conservative,1.5,5,2,80-81°F,0.287995,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439950,highest-temperature-in-miami-on-may-4-2026,Highest temperature in Miami on May 4?,113380.66213300003,2137254,0x376c13c57a240193d42f418ee0cbb0ae72d15f4688060c84ccdd2ec7d1a32643,highest-temperature-in-miami-on-may-4-2026-80-81f,Will the highest temperature in Miami be between 80-81°F on May 4?,80-81°F,"[""Yes"", ""No""]","[0.35, 0.65]","[""60055964209840862825797979408971902587186358106965518730218798728210549187388"", ""65765249844744990120695571407571308016927504246913198268692055141990176141683""]",0.35,0.65,60055964209840862825797979408971902587186358106965518730218798728210549187388,65765249844744990120695571407571308016927504246913198268692055141990176141683,0.29,0.41,0.12,9402.946853000007,278.2284,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-miami-on-may-4-2026,27.101092169500824,sklearn_hist_gradient_boosting_bias_corrector,80.0,82.0,fahrenheit,0.287995,0.712005,0.41,0.71,0.012095,0.010295,-0.1341,-0.00829,betting_v2_conservative,1.5,5,1,80-81°F,0.287995,1,1,market already ended,model top bucket; wide spread; ended,NO_TRADE,,,,,,1,market already ended
439950,highest-temperature-in-miami-on-may-4-2026,Highest temperature in Miami on May 4?,113380.66213300003,2137256,0x452f80d239cf5a50580684c554d6309be74128e8b556368ced6c995d68d728b2,highest-temperature-in-miami-on-may-4-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on May 4?,84-85°F,"[""Yes"", ""No""]","[0.0675, 0.9325]","[""10028992161335395470873933651696167040733255741230891404771153429377716683514"", ""62214429389302789848603672891159403985763962066228128302688886431544588507924""]",0.0675,0.9325,10028992161335395470873933651696167040733255741230891404771153429377716683514,62214429389302789848603672891159403985763962066228128302688886431544588507924,0.04,0.095,0.055,6455.870380000002,348.79692,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-miami-on-may-4-2026,27.101092169500824,sklearn_hist_gradient_boosting_bias_corrector,84.0,86.0,fahrenheit,0.090015,0.909985,0.095,0.96,0.004299,0.00192,-0.009284,-0.051935,betting_v2_conservative,1.5,5,3,80-81°F,0.287995,0,0,market already ended,wide spread; ended,NO_TRADE,,,,,,1,market already ended
439950,highest-temperature-in-miami-on-may-4-2026,Highest temperature in Miami on May 4?,113380.66213300003,2137257,0x082771ef5f27a205333803ae27201bca9b492fa64c28abf386be7f40027cdbbd,highest-temperature-in-miami-on-may-4-2026-86-87f,Will the highest temperature in Miami be between 86-87°F on May 4?,86-87°F,"[""Yes"", ""No""]","[0.0165, 0.9835]","[""75055407503001323865076735770546419734602727772474402089960849139874746886748"", ""39631611954078401861539100753627583399979779989646849416808643574610731320189""]",0.0165,0.9835,75055407503001323865076735770546419734602727772474402089960849139874746886748,39631611954078401861539100753627583399979779989646849416808643574610731320189,0.013,0.02,0.007,7277.250106000001,418.32352,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-miami-on-may-4-2026,27.101092169500824,sklearn_hist_gradient_boosting_bias_corrector,86.0,88.0,fahrenheit,0.022887,0.977113,0.02,0.987,0.00098,0.000642,0.001907,-0.010529,betting_v2_conservative,1.5,5,4,80-81°F,0.287995,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439950,highest-temperature-in-miami-on-may-4-2026,Highest temperature in Miami on May 4?,113380.66213300003,2137258,0xe417cd7d1586b135296c487cb1a8d5da3751fd8a2e3be8507ea73249b2f0c5b8,highest-temperature-in-miami-on-may-4-2026-88-89f,Will the highest temperature in Miami be between 88-89°F on May 4?,88-89°F,"[""Yes"", ""No""]","[0.0055, 0.9945]","[""48804124471518147433851495491138083372094558953921276287566886422896818201365"", ""13265437782856866706093435311706779208984988857620317966086247869834645915801""]",0.0055,0.9945,48804124471518147433851495491138083372094558953921276287566886422896818201365,13265437782856866706093435311706779208984988857620317966086247869834645915801,0.002,0.009,0.007,11075.347239000002,1837.26675,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-miami-on-may-4-2026,27.101092169500824,sklearn_hist_gradient_boosting_bias_corrector,88.0,90.0,fahrenheit,0.003435,0.996565,0.009,0.998,0.000446,0.0001,-0.006011,-0.001535,betting_v2_conservative,1.5,5,5,80-81°F,0.287995,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439952,highest-temperature-in-ankara-on-may-4-2026,Highest temperature in Ankara on May 4?,107745.359831,2137280,0x7f0c40cfb0375e53135b5f8f960a3a5bce620cc1954a9ee4d90ae3cf677d253e,highest-temperature-in-ankara-on-may-4-2026-8c,Will the highest temperature in Ankara be 8°C on May 4?,8°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""15817774838731732168468835264768881521882802915202800993286079135355825455811"", ""77982706015456958050976141883985563816012569301449626978520187565909529378871""]",0.9995,0.0005,15817774838731732168468835264768881521882802915202800993286079135355825455811,77982706015456958050976141883985563816012569301449626978520187565909529378871,0.999,1.0,0.001,10211.925161000001,2863.49203,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-ankara-on-may-4-2026,7.581523554856107,sklearn_hist_gradient_boosting_bias_corrector,7.5,8.5,celsius,0.251508,0.748492,1.0,0.001,0.0,5e-05,-0.748492,0.747442,betting_v2_conservative,1.5,4,1,8°C,0.251508,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
